i,host
GM1_UK8_2_85463,Pampusana_beccarii
GM1_YZ3_2_1_27889,Armillaria_mellea
GM1_YZ3_2_1_59366,Allygidius_commutatus_dataset
GM1_YZ4_2_1_356511,Aptinothrips_rufus_dataset
GQ1_LD1_2_1_209482,Balaeniceps_rex
GQ1_LD1_2_1_239619,Epinephelus_lanceolatus
GQ1_MZ2_2_1_151122,Todus_mexicanus
GQ1_UK3_2_1_110467,Dermacentor_albipictus
GQ1_UK3_2_1_131613,Rana_temporaria
GQ1_UK3_2_1_90328,Rana_temporaria
GQ1_UK4_2_1_311458,Frankliniella_intonsa_dataset
GQ1_YZ1_2_1_183542,Antennarius_striatus
GQ2_LZ1_2_1_280556,Heterobasidion_annosum
GQ2_LZ2_2_1_19957,Scophthalmus_maximus
GQ2_TZ6_2_162355,Aptinothrips_rufus_dataset
GQ2_UK3_2_1_104144,Megalurothrips_usitatus_dataset
GQ2_UK4_2_1_149539,Santalum_album
GQ2_UK4_2_1_149539,Scurrula_parasitica
GQ2_UK4_2_1_16839,Merops_apiaster
GQ2_UK4_2_1_89228,Rhizoctonia_solani
GQ2_YZ1_2_1_184922,Todus_mexicanus
GW_HX1_2_205417,Oncorhynchus_tshawytscha
GW_XX1_2_38391,Pleurotus_ostreatus
GW_YZ3_2_1_187264,Phlebiopsis_gigantea
GW_YZ3_2_1_41628,Aspergillus_thermomutatus
GW_YZ3_2_1_64066,Canna_indica
GW_YZ4_2_8567,Anguilla_anguilla
GW_YZ5_2_107106,Manihot_esculenta
GW_YZ5_2_14086,Carpoglyphus_lactis
GW_YZ5_2_38813,Andrena_camellia_dataset
GW_YZ5_2_57372,Epinephelus_lanceolatus
GW_YZ5_2_72225,Aptinothrips_rufus_dataset
H_1_2_3_231890,Frankliniella_intonsa_dataset
H_1_2_3_594711,Nematopogon_robertella_dataset
H_NC_4_1500,Bos_taurus
H_NC_5_139672,Antennarius_striatus
H_NC_5_24446,Canna_indica
H-NC-1_189456,Pampusana_beccarii
H-NC-2_68325,Rhinella_marina
hnSP32W1_108036,Dermacentor_albipictus
hnSP32W1_24339,Erodium_cicutarium
hnSP32W1_75808,Eurillas_virens
J3_LZ2_2_1_303307,Lagopus_leucura
J3_LZ2_2_1_39250,Thelephora_terrestris
J3_XZ1_2_1_17029,Bos_taurus
J4_YZ1_2_1_143950,Sambucus_nigra
J4_YZ2_2_1_189472,Scophthalmus_maximus
J4_YZ2_2_1_64983,Pampusana_beccarii
J5_LD1_2_168237,Pampusana_beccarii
J5_LD1_2_169744,Aspergillus_ochraceoroseus
J5_LD1_2_53272,Cyprinus_carpio
L1_LZ2_2_1_219241,Suncus_etruscus
L1_YZ1_2_1_50757,Aquilaria_sinensis
L3_LD1_2_1_255927,Andrena_camellia_dataset
ld16SPW1_33771,Santalum_album
ld16SPW1_33771,Scurrula_parasitica
ld9SPW1_166775,Megalurothrips_usitatus_dataset
M_11_2_3_148541,Heterocephalus_glaber
M_11_2_3_221564,Megalurothrips_usitatus_dataset
M_11_2_3_38891,Frankliniella_intonsa_dataset
M_17_2_2_266067,Solea_senegalensis
M_18_1_201684,Todus_mexicanus
M_18_1_26133,Penicillium_citrinum
M_4_1_1_16597,Megalurothrips_usitatus_dataset
M_4_1_1_75243,Megalurothrips_usitatus_dataset
M_46_2_2_29529,Antennarius_striatus
M_66_2_1_83704,Suncus_etruscus
M49_2_1_101776,Dermacentor_albipictus
M-51-2-1_97177,Manis_pentadactyla
Nd21SPO2_24050,Dermacentor_albipictus
Nd22SPW1_29951,Calochortus_balsensis
Nh10SPW1_10763,Actenoides_hombroni
Nh10SPW1_157951,Scophthalmus_maximus
Nh11SPW1_105891,Chrysomya_bezziana_dataset
Nh11SPW1_75201,Frankliniella_intonsa_dataset
Nh12SPO4_122846,Pampusana_beccarii
Nh15SPW1_116070,Santalum_album
Nh15SPW1_116070,Scurrula_parasitica
Nh15SPW1_116311,Geranium_maculatum
Nh51SPW1_260361,Heterocephalus_glaber
Nh95SPO1_172626,Nematopogon_robertella_dataset
Nh96SPW1_114848,Armillaria_mellea
Ns115SPO1_91528,Antennarius_striatus
Ns118SPO11_72756,Aspergillus_ochraceoroseus
P1_LW1_2_256333,Canna_indica
P1_XX1_2_237209,Frankliniella_intonsa_dataset
P1_YZ1_2_65391,Ornithodoros_gurneyi
P1_YZ1_2_8065,Pampusana_beccarii
SQ1_S1_3_28765,Solea_senegalensis
SQ1_Z1_3_135356,Megalurothrips_usitatus_dataset
ST1_B1_1_106831,Leiobunum_manubriatum
ST1_B1_1_51814,Calochortus_balsensis
ST1_B1_2_286,homo_sapiens
SZ1_YZ2_2_107852,Aspergillus_ochraceoroseus
SZ1_YZ2_2_37947,Epinephelus_lanceolatus
SZ4_YZ1_1_170572,Megalurothrips_usitatus_dataset
SZ4_YZ1_1_31154,Pampusana_beccarii
V-03_86673,Erodium_cicutarium
X1_LZ2_2_1_20829,Leiobunum_manubriatum
X2_03_17352,Scophthalmus_maximus
X2_03_79727,Cyprinus_carpio
X2_AZ1_2_1_193171,Pampusana_beccarii
X2_AZ1_2_1_296298,Ornithodoros_gurneyi
X2_LD1_2_1_60363,Pampusana_beccarii
X2_MZ1_2_1_51824,Todus_mexicanus
X2_NPF1_2_1_301533,Alca_torda
X2_ZZ1_2_1_182217,Bombus_bimaculatus_dataset
X3_1_97307,Cyprinus_carpio
X3_JX1_2_1_193211,Antennarius_striatus
X3_LZ_1_2_1_186565,Boana_sibleszi
X4_JX1_2_1_153027,Armillaria_mellea
X4_JX1_2_1_169147,Aedes_aegypti
X4_JX1_2_1_27575,Megalurothrips_usitatus_dataset
X4_JX1_2_1_29972,Pampusana_beccarii
X4_LQ1_2_1_142186,Rhizoctonia_solani
X4_LQ1_2_1_171287,Penicillium_citrinum
X4_LQ1_2_1_45157,Aspergillus_ochraceoroseus
X4_LQ1_2_1_79056,Solea_senegalensis
X4_PM1_2_1_118321,Balaeniceps_rex
XC1_LD1_2_1_63317,Phoenix_dactylifera
XC1_YZ2_2_1_11374,Cyprinus_carpio
XC1_YZ2_2_1_24373,homo_sapiens
XC1_YZ2_2_1_30527,Canna_indica
XC2_WZ1_2_1_14665,Carpoglyphus_lactis
XC2_YZ1_2_1_67518,Frankliniella_intonsa_dataset
XC3_LZ4_2_1_56921,Chamaelirium_luteum
XC3_LZ4_2_1_67190,Dermacentor_albipictus
XZ_JX1_2_1_120516,Aptinothrips_rufus_dataset
XZ_JX1_2_1_126332,Tiliqua_scincoides
XZ_JX1_2_1_43650,Frankliniella_intonsa_dataset
A2_YZ3_2_21947,homo_sapiens
B1_LD1_2_1_47774,Merops_apiaster
B1_UK_H7_9917,Stratiolaelaps_miles
B1_YZ2_2_1463,Frankliniella_intonsa_dataset
B1_YZ2_2_315636,Allygidius_commutatus_dataset
B2_LW2_2_86923,Pteropus_alecto
B2_YZ3_2_1_3050,Frankliniella_intonsa_dataset
C2-YZ4-2-1_50923,Carpoglyphus_lactis
C2-YZ4-2-2_65022,Cosmoglyphus_oudemansi
GD2_YZ1_2_1_8713,Periplaneta_americana_dataset
GH_UK5_2_1_73378,Solea_senegalensis
GL_XX1_2_1_204318,Carabus_banonii_dataset
GQ2_LZ2_2_1_58590,Antennarius_striatus
GQ2_UK2_2_1_85197,Balaeniceps_rex
hnSP32W1_1793,Talpa_europaea
L1_LZ1_2_1_45067,Megalurothrips_usitatus_dataset
M_18_1_216517,Pteropus_alecto
M_46_2_2_104475,Scophthalmus_maximus
Nh12SPO4_98387,Anthropoides_virgo
Nh46SPW1_181652,Aedes_aegypti
Nh57SPW1_98576,Frankliniella_intonsa_dataset
X2_010_48432,Rana_temporaria
XC3_LZ4_2_1_29436,Antennarius_striatus
Nq43SPO2_165115,Phoenix_dactylifera
B1_YZ1_2_2_19348,Pseudeuparius_sepicola_dataset
GD2_XX1_2_1_150539,Andrena_camellia_dataset
B1_NC_2_1_22253,Dermacentor_albipictus
Nh46SPW1_146701,Scheffersomyces_segobiensis
XC2_WZ1_2_1_45827,Atlantic_salmon
H_1_2_4_168992,Anguilla_anguilla
H_1_2_3_429934,Anguilla_anguilla
GQ1_YZ1_2_1_175642,Epinephelus_lanceolatus
A1_TZ1_2_103681,Periplaneta_americana_dataset
P1_YZ1_2_53043,Rana_temporaria
Nh50SPW1_52396,Pleurotus_ostreatus
H_BN_2_3_431951,Megalurothrips_usitatus_dataset
GL_X2_A1_1_40375,Frankliniella_intonsa_dataset
GW_YZ4_2_17970,Todus_mexicanus
A2_LZ1_2_29933,Aptinothrips_rufus_dataset
A2_XX2_2_305679,Aptinothrips_rufus_dataset
A2_XX2_2_337675,Calochortus_balsensis
A2_YZ3_2_39031,Carpoglyphus_lactis
B1_UK_H7_110129,Cosmoglyphus_oudemansi
B1_XZ_H2_232251,Amilenus_aurantiacus
B1_YZ2_2_301569,Pampusana_beccarii
B1YZ_2_4_68530,Andrena_camellia_dataset
B2_LW2_2_209653,Aptinothrips_rufus_dataset
B2_UK_H1_69996,Frankliniella_intonsa_dataset
B2_YZ_H1_131049,Aptinothrips_rufus_dataset
C1-DY1-2-2_23169,Canna_indica
C1-TZ-H2_17020,Rhinella_marina
C1-TZ-H2_68133,Phoenix_dactylifera
C1-UK-H2_159291,Canna_indica
C2-LD1-2-2_140514,Stratiolaelaps_miles
C2-YZ4-2-2_5108,Stratiolaelaps_miles
D1_YZ1_2_3_55915,Aquilaria_sinensis
D2_LZ2_2_1_45363,Andrena_camellia_dataset
D5_YZ2_2_118450,Boa_constrictor
D6_XX1_2_71063,Gomphocerus_sibiricus_dataset
D7_DY1_2_1_31353,Phoenix_dactylifera
GH_UK5_2_1_112583,Frankliniella_intonsa_dataset
GL_YZ2_2_226051,Cyprinus_carpio
GM_UK2_2_1_158914,Pampusana_beccarii
GM1_LZ1_2_1_112386,Carpoglyphus_lactis
GM1_UK5_2_1_60698,Perca_fluviatilis
GM1_UK5_2_1_60698,Percidae
GM1_UK7_2_1_260614,Anax_junius_dataset
GM1_YZ2_2_1_45064,Scophthalmus_maximus
GM1_YZ2_2_1_78979,Acheta_domesticus_dataset
GW_QZ2_2_122322,Boana_sibleszi
H-NC-2_26217,Heterocephalus_glaber
M_47_2_3_190962,Tanypteryx_hageni_dataset
M47_2_3_191805,Tanypteryx_hageni_dataset
Nh13SPW1_101004,Stratiolaelaps_miles
Nh84SPW1_33719,Solea_senegalensis
Nq43SPO2_171695,Frankliniella_intonsa_dataset
Ns116SPO1_212363,Phlebiopsis_gigantea
SZ1_YZ2_2_58404,Aptinothrips_rufus_dataset
SZ1_YZ2_2_67635,Amilenus_aurantiacus
X2_06_98530,Carabus_banonii_dataset
X2_LZ2_2_1_232304,Scheffersomyces_segobiensis
X2_LZ5_2_1_156600,Solea_senegalensis
X3_3_43368,Nematopogon_robertella_dataset
X3_3_70971,Canna_indica
X5_JX1_2_1_57862,Caloenas_nicobarica
XC3_LZ4_2_1_58666,Rousettus_aegyptiacus
Ns103SPW1_116605,Carpoglyphus_lactis
GC_JX2_2_1_230920,Frankliniella_intonsa_dataset
Nh84SPW1_79033,Pampusana_beccarii
GM_UK4_2_1_35278,Ornithodoros_gurneyi
X4_LQ1_2_1_50577,Dermacentor_albipictus
C1-DY1-2-2_42201,Aspergillus_thermomutatus
Nq24SPW3_167078,Pseudeuparius_sepicola_dataset
GD1_YZ2_2_1_123122,Dipsacus_fullonum
C1-YZ1-H1_87895,Anabrus_simplex_dataset
Nh84SPW1_65869,Canna_indica
GL_LZ1_2_6357,Cyprinus_carpio
B2_YZ6_2_22656,Megalurothrips_usitatus_dataset
B2_YZ6_2_141652,Pampusana_beccarii
B1_UK_H5_34737,Andrena_camellia_dataset
X3_3_77614,Rhizoctonia_solani
X2_026_20071,Bombyx_mori_dataset
X2_01_54806,Aptinothrips_rufus_dataset
C1-DZ1-2-1_134420,Stratiolaelaps_miles
Nh10SPW1_116764,Phlebiopsis_gigantea
A1_TZ1_2_162166,Scophthalmus_maximus
M_53_2_1_390738,homo_sapiens
M_53_2_1_178509,Epinephelus_lanceolatus
J4_YZ1_2_1_124536,Solea_senegalensis
G1_BN_2_2_168938,Pleurotus_ostreatus
B1_LZ1_2_3_127860,Cyprinus_carpio
X2_01_144566,Megalurothrips_usitatus_dataset
B1_LD1_2_2_16307,Sorex_araneus
A1_YZ1_2_1_19486,Cosmoglyphus_oudemansi
hnSP32W1_19526,Rhizoctonia_solani
Ns101SPO1_537,Curcuma_longa
J5_LD1_2_178406,Megalurothrips_usitatus_dataset
J4_YZ1_2_1_232405,Megalurothrips_usitatus_dataset
GM1_UK6_2_1_25366,Amaurobius_ferox
GM1_UK9_2_60132,Carpoglyphus_lactis
GD1_DY1_2_1_125494,Pampusana_beccarii
Ns106SPO1_40435,Pseudeuparius_sepicola_dataset
M_18_1_291187,Smilax_azorica
X3_3_25227,Ameiva_ameiva
X2_06_184105,Tanypteryx_hageni_dataset
C1-TZ-H2_38577,Periplaneta_americana_dataset
D7_YZ1_2_1_81804,Callipepla_californica_brunnescens
GM_XX2_2_1_29686,Leiobunum_manubriatum
Ns118SPO11_30999,Rana_temporaria
GM_YZ1_2_1_135816,Phalangium_opilio
GL_XX2_2_1_36426,Areca_camarinensis
C1-YZ1-H1_118611,Canna_indica
C1-YZ1-H1_84146,Dipsacus_fullonum
B1_XZ_H5_159201,Canna_indica
B1YZ_2_4_64124,Areca_camarinensis
GD1_DY1_2_1_169230,Gomphocerus_sibiricus_dataset
C2-LD1-2-2_66194,Caloenas_nicobarica
GM_XX2_2_1_54820,Stratiolaelaps_miles
GM_XX2_2_1_56057,Zingiber_officinale
B1_XXZ_H4_87183,Anania_coronata_dataset
GC_JX1_2_1_52337,Frankliniella_intonsa_dataset
GM_UK1_2_1_46114,Periplaneta_americana_dataset
GC_JX1_2_1_128661,Coffea_arabica
C1-YZ1-H1_32311,Macrotermes_natalensis_dataset
C1-LIK-H3_68173,Scheffersomyces_segobiensis
B1_UK_H10_136341,Cosmoglyphus_oudemansi
B1_TZ_H1_129202,Zingiber_officinale
GW_YZ3_2_1_127946,Frankliniella_intonsa_dataset
A2_YZ3_2_163479,Smilax_azorica
GD1_QZ2_2_348396,Canna_indica
GQ1_LZ1_2_1_173673,Calochortus_balsensis
SZ1_YZ1_2_252337,Canna_indica
Nh98SPW1_40716,Armillaria_mellea
Nh50SPW1_168584,Bos_taurus
X3_3_21553,homo_sapiens
Nh12SPO4_76188,Rhinella_marina
GD2_YZ1_2_1_35330,Ameiva_ameiva
B1_UK_H7_76265,Suncus_etruscus
A2_XX2_2_353823,Canna_indica
GQ2_LZ1_2_1_8265,Megalurothrips_usitatus_dataset
GL_DL_2_16237,Amilenus_aurantiacus
GC_JX1_2_1_8138,Ornithodoros_gurneyi
X2_AZ1_2_1_149671,Frankliniella_intonsa_dataset
B1_XZ_H2_59146,Zingiber_officinale
B1_NC_2_2_143150,Tanypteryx_hageni_dataset
X2_LZ5_2_1_227347,Canna_indica
X2_LZ5_2_1_188675,Leiobunum_manubriatum
GD1_DY1_2_1_39479,Frankliniella_intonsa_dataset
L3_LD3_2_1_21596,Chamaelirium_luteum
D7_QZ1_2_37741,Ornithodoros_gurneyi
D4_LZ1_2_1_172329,Scheffersomyces_segobiensis
Ns106SPO1_153811,Cosmoglyphus_oudemansi
Nh12SPO4_132185,Perca_fluviatilis
Nh12SPO4_132185,Percidae
C1-DY1-2-2_24810,Andrena_camellia_dataset
GM_UK4_2_1_11845,Antennarius_striatus
C1-UK-H1_99077,Solea_senegalensis
Nh12SPO4_13635,Carpoglyphus_lactis
C2-UK-H1_28057,Acheta_domesticus_dataset
C2-LD1-2-2_37366,Frankliniella_intonsa_dataset
X1_LZ1_2_1_51721,Oncorhynchus_tshawytscha
J5_LD1_2_7312,Andrena_camellia_dataset
J5_LD1_2_214936,Heterocephalus_glaber
M_18_1_230081,Pleurotus_ostreatus
J5_LD1_2_198619,Phoenix_dactylifera
C1-JB1-2-2_30184,Carpoglyphus_lactis
C1-DZ1-2-1_34348,Cyprinus_carpio
GM1_YZ4_2_1_285399,Santalum_album
GM1_YZ4_2_1_285399,Scurrula_parasitica
GM_UK4_2_1_65645,Coffea_arabica
GQ1_YZ1_2_1_250922,Frankliniella_intonsa_dataset
Nh57SPW1_178467,Phlebiopsis_gigantea
Nh50SPW1_65682,Pleurotus_ostreatus
C1-JB1-2-1_115732,Dermacentor_albipictus
XC1_YZ2_2_1_147961,Aptinothrips_rufus_dataset
XC1_LZ1_2_1_122965,Armillaria_mellea
C1-YZ3-2-2_118006,Anguilla_anguilla
X4_QZ1_2_1_67867,Caloenas_nicobarica
B3_LZ5_2_88946,Armillaria_mellea
B1_XXZ4_2_2_82452,Armillaria_mellea
B1_LD1_2_2_240841,Aspergillus_thermomutatus
D7_LZ1_2_1_180750,Heterobasidion_annosum
G1_YZ_H1_101782,Cyprinus_carpio
H_BN_2_1_546054,Pampusana_beccarii
G1_XXZ1_2_2_10524,Cyprinus_carpio
G1_BN_2_2_447285,Pleurotus_ostreatus
ST1_S1_1_359490,Frankliniella_intonsa_dataset
P1_LZ1_2_1_264490,Aramus_guarauna
B1_UK_H7_89919,Aptinothrips_rufus_dataset
B1_XXZ2_2_62666,Aspergillus_thermomutatus
X2_NPF1_2_1_145060,Frankliniella_intonsa_dataset
XC1_YZ2_2_1_155526,Aedes_aegypti
GQ1_MZ1_2_1_100196,Aramus_guarauna
GH_YZ1_2_1_21165,Solea_senegalensis
XC3_LZ2_2_1_120789,Ornithodoros_gurneyi
XC2_LZ2_2_1_313913,Pleurotus_ostreatus
GQ1_YZ1_2_1_53287,Heterobasidion_annosum
Ns105SPO1_195748,Carpoglyphus_lactis
GQ1_UK4_2_1_250938,Todus_mexicanus
SZ1_YZ2_2_69492,Frankliniella_intonsa_dataset
B1_XXZ2_2_191505,Andrena_camellia_dataset
hlSP44W1_33153,Bombus_bimaculatus_dataset
B1_UK_H10_138270,Alca_torda
C1-YZ1-H1_115755,Frankliniella_intonsa_dataset
B1_YZ1_2_2_74512,Euonymus_europaeus
H_1_2_2_92002,Amilenus_aurantiacus
D7_QZ1_2_87143,Antennarius_striatus
B1_YZ_H2_161581,Rhipicephalus_appendiculatus
B2_LW1_2_124789,Frankliniella_intonsa_dataset
ST1_B1_3_23708,Calochortus_balsensis
ST1_B1_2_13256,Aptinothrips_rufus_dataset
GM_UK4_2_1_106069,Ornithodoros_gurneyi
GD2_YZ1_2_1_99080,Calochortus_balsensis
M_11_2_3_133755,Aquilaria_sinensis
C1-TZ-H2_100528,Rhizoctonia_solani
C2-UK-H1_48323,Carpoglyphus_lactis
C1-YZ4-2-2_23417,Frankliniella_intonsa_dataset
GM1_YZ1_2_1_153285,Phoenix_dactylifera
M-51-2-1_367723,Dermacentor_albipictus
GL_YZ1_2_1_66003,Andrena_camellia_dataset
GW_YZ5_2_29267,Armillaria_mellea
GL_YZ1_2_1_6103,Epinephelus_lanceolatus
Ns131SPW1_88993,Megalurothrips_usitatus_dataset
Ns115SPO1_68706,Aspergillus_thermomutatus
Ns131SPW1_115427,Megalurothrips_usitatus_dataset
Nh13SPW1_65685,Megalurothrips_usitatus_dataset
GD2_XX2_2_1_4718,Gomphocerus_sibiricus_dataset
D5_YZ1_2_18878,Oncorhynchus_tshawytscha
Nq24SPW3_115493,Carpoglyphus_lactis
X2_NPF1_2_1_249766,Aptinothrips_rufus_dataset
Nh96SPW1_116308,Aedes_aegypti
L_WS_2_2_257696,Pleurotus_ostreatus
Nh95SPO1_168944,Atlantic_salmon
G1_XZ_H1_25397,Rhinella_marina
D3_XX1_2_122270,Balaeniceps_rex
GD1_UK1_2_1_59959,Leiobunum_manubriatum
B1_NC_2_12_13007,Leiobunum_manubriatum
B1_LD1_2_1_123345,Leiobunum_manubriatum
B1_NC_2_1_99856,Aspergillus_thermomutatus
B1_TZ_H2_386252,Epinephelus_lanceolatus
B1_UK_H1_271878,Andrena_camellia_dataset
B1_XZ_H5_83615,Antennarius_striatus
B1_YZ_H3_175182,Solea_senegalensis
B1_YZ_H1_101805,Solea_senegalensis
B1_YZ1_2_2_126518,Solea_senegalensis
B1_YZ1_1_H_88972,Antennarius_striatus
B1_XZ_H2_317068,Pleurotus_ostreatus
B1_UK_H7_75332,Stratiolaelaps_miles
B1_UK_H10_286272,Solea_senegalensis
B1_TZ_H3_315387,Cosmoglyphus_oudemansi
B1_TZ_H1_197118,Ornithodoros_gurneyi
B1_NC_2_2_74590,Solea_senegalensis
B1_NC_2_12_95209,Bombyx_mori_dataset
B1_NC_1_131341,Aptinothrips_rufus_dataset
B1_LZ1_2_3_176281,Solea_senegalensis
B1YZ_2_4_8018,Solea_senegalensis
B1_LD1_2_1_257560,Frankliniella_intonsa_dataset
B1_NC_2_1_25369,Erodium_cicutarium
B1_TZ_H3_164891,Manihot_esculenta
B1_UK_H1_438125,Pampusana_beccarii
B1_UK_H1_490252,Frankliniella_intonsa_dataset
B1_UK_H3_308461,Frankliniella_intonsa_dataset
B1_UK_H3_308521,Carpoglyphus_lactis
B1_UK_H4_222665,Phoenix_dactylifera
B1_XZ_H5_142696,Megalurothrips_usitatus_dataset
B1_YZ1_2_1_60413,Megalurothrips_usitatus_dataset
B2_LW2_2_73480,homo_sapiens
C1-TZ-H2_64993,Santalum_album
C1-TZ-H2_64993,Scurrula_parasitica
C2-TZ-H1_170495,Canna_indica
chSP28W1_54389,Alca_torda
G1_XZ1_2_20552,Gomphocerus_sibiricus_dataset
G1_XZ1_2_60775,Stratiolaelaps_miles
GA_YL1_2_1_135419,Carpoglyphus_lactis
GA_YL1_2_1_165571,Chamaelirium_luteum
GQ1_TZ1_2_1_135169,Pleurotus_ostreatus
GQ1_TZ1_2_1_30048,Balaeniceps_rex
GW_XX1_2_15270,Bombyx_mori_dataset
H-7-1-1_11770,Megalurothrips_usitatus_dataset
hnSP11W1_41828,Antennarius_striatus
M_62_2_1_27093,Frankliniella_intonsa_dataset
X3_3_13955,Tanypteryx_hageni_dataset
X5_JX1_2_1_155153,Balaeniceps_rex
XC2_WZ1_2_1_100709,Ornithodoros_gurneyi
D1_TZ1_2_470696,Rousettus_aegyptiacus
B2_YZ5_2_279344,Carpoglyphus_lactis
B2_LW2_2_164477,Rhinella_marina
B1_UK_H1_502596,Bos_taurus
M49_2_2_132781,Canna_indica
G1_YZ_H1_21993,Caloenas_nicobarica
B1_LD1_2_2_311732,Aedes_aegypti
H_1_2_3_450516,Ornithodoros_gurneyi
B1_UK_H4_252539,Frankliniella_intonsa_dataset
B1_UK_H10_247885,Anabrus_simplex_dataset
A2_YL1_2_264969,Santalum_album
A2_YL1_2_264969,Scurrula_parasitica
B1_YZ2_2_18884,Pampusana_beccarii
B1YZ_2_4_131853,Alca_torda
B1_XZ_H5_4723,Merops_apiaster
B1_XZ_H2_276438,Aptinothrips_rufus_dataset
B2_YZ5_2_46298,Armillaria_mellea
B1_XXZ4_2_2_35695,Armillaria_mellea
B1_XZ_H5_57813,Armillaria_mellea
B2_MZ2_2_254615,Armillaria_mellea
C1-TZ-H2_67524,Thelephora_terrestris
GL_X2_A3_5_8079,Crocanthemum_greenei
B1_UK_H10_194160,Canna_indica
B1_UK_H5_331462,Carpoglyphus_lactis
B2_TZ2_2_36574,Geranium_maculatum
B2_TZ2_2_36649,Cosmoglyphus_oudemansi
GA_HX1_2_132557,Pampusana_beccarii
GL_QZ1_2_1_243512,Oncorhynchus_tshawytscha
GM1_LD1_2_112017,Calochortus_balsensis
GQ1_LD1_2_1_77502,Solea_senegalensis
hlSP9O1_20584,Todus_mexicanus
Nh50SPW1_90788,Cosmoglyphus_oudemansi
Nh54SPW1_165651,Pampusana_beccarii
Nh54SPW1_84445,Calochortus_balsensis
Nh98SPW1_536250,Chamaelirium_luteum
X2_NPF1_2_1_11301,Heterocephalus_glaber
X3QZ1_2_1_224733,Antennarius_striatus
XC1_YZ2_2_1_33434,Oncorhynchus_tshawytscha
B1_LZ1_2_3_148361,Frankliniella_intonsa_dataset
B1_UK_H12_540596,Pampusana_beccarii
B1_UK_H4_275631,Chamaelirium_luteum
BN_2_8_225393,Calochortus_balsensis
C1-YZ1-H1_109461,Andrena_camellia_dataset
D5_YZ1_2_44468,Frankliniella_intonsa_dataset
GW_HX1_2_102445,Frankliniella_intonsa_dataset
GW_YZ3_2_1_257569,Todus_mexicanus
GW_YZ3_2_1_28160,Pleurotus_ostreatus
H_BN_2_1_480565,Armillaria_mellea
H_BN_2_6_224867,Andrena_camellia_dataset
M-51-2-1_410814,Alca_torda
Nd20SPO1_60745,Epinephelus_lanceolatus
Nd21SPO2_159007,Nycticorax_caledonicus
Nh98SPW1_502630,Heterobasidion_annosum
P1_LW1_2_259858,Cyprinus_carpio
P1_LW1_2_69444,Pampusana_beccarii
P1_LZ3_2_280289,Aedes_aegypti
X2_01_121152,Megalurothrips_usitatus_dataset
X2_LZ2_2_1_60980,Rhinella_marina
X3_1_76833,Megalurothrips_usitatus_dataset
X3_3_12767,Frankliniella_intonsa_dataset
X3_3_80636,Aspergillus_thermomutatus
XC1_JX2_2_1_2302,Bartramia_longicauda
C2-TZ-H1_65481,Canna_indica
GA_YL1_2_1_34911,Gomphocerus_sibiricus_dataset
GL_QZ2_2_36478,Equus_asinus
GL_YZ2_2_87675,Leiobunum_manubriatum
GM1_UK6_2_1_163542,Solea_senegalensis
GM1_UK6_2_1_210387,Phoenix_dactylifera
J2_DZ1_2_64321,Andrena_camellia_dataset
J4_YZ1_2_48657,Merops_apiaster
L2_MT1_2_141193,Frankliniella_intonsa_dataset
L2_XX1_2_202287,Megalurothrips_usitatus_dataset
L2_XY1_2_119592,Armillaria_mellea
Nh13SPW1_41705,Dipsacus_fullonum
Nh25SPW1_231251,Zingiber_officinale
Ns103SPW1_81805,Rana_temporaria
Ns131SPW1_118634,Achipteria_coleoptrata
X2_06_234998,Carpoglyphus_lactis
X2_ZZ1_2_1_161607,Boa_constrictor
X3_1_108786,Andrena_camellia_dataset
X3_1_100253,Pampusana_beccarii
X3_2_23273,Pampusana_beccarii
X4_LZ1_2_1_272622,Atlantic_salmon
ld44SPW1_15173,Rhinella_marina
ld9SPW1_121871,Canna_indica
ld9SPW1_121774,Areca_camarinensis
A2_XX1_2_1_22616,Periplaneta_americana_dataset
B1_UK_H7_48814,Anax_junius_dataset
B1_XZ_H2_249996,Canna_indica
B1_YZ_H1_86970,Rousettus_aegyptiacus
B1_YZ_H3_103225,Aptinothrips_rufus_dataset
B1_YZ1_2_1_346732,Solea_senegalensis
B1YZ_2_4_216785,Merops_apiaster
B1YZ_2_4_26431,Helwingia_omeiensis
B2_LW2_2_48798,Merops_apiaster
B2_TZ_H1_112330,Heliornis_fulica
C1-DY1-2-1_154772,Santalum_album
C1-DY1-2-1_154772,Scurrula_parasitica
C1-DY1-2-2_24087,Phoenix_dactylifera
C1-JB1-2-2_54097,Pteropus_alecto
D3_LD1_2_1_226361,Rhinella_marina
D4_JX2_2_1_253428,Boana_sibleszi
D6_YZ1_2_84316,Eurillas_virens
D7_LW1_2_1_111807,Zingiber_officinale
G1_UK_H3_345893,Leiobunum_manubriatum
G1_XZ_H1_18393,Phoenix_dactylifera
G1_XZ_H1_242334,Zingiber_officinale
G1_XZ2_2_2_31583,Dipsacus_fullonum
G1_YZ1_2_4_232483,Rousettus_aegyptiacus
GL_X2_A1_1_27565,Aptinothrips_rufus_dataset
GL_X2_A1_3_139443,Ornithodoros_gurneyi
GL_X2_A3_3_48085,Areca_camarinensis
GL_X2_A3_5_47453,Alca_torda
GL_X2_A3_5_49105,Geranium_maculatum
GL_X2_A5_2_1135,Cyprinus_carpio
GL_X2_A5_2_148287,Phoenix_dactylifera
GL_X2_A5_2_162125,Canna_indica
GL_XX1_2_1_214736,Berberis_aquifolium
